id_prueba,timestamp,modo,tipo_evento,escenario,distancia_m,iluminacion,objeto_verdad,objeto_predicho,confianza,t_total_ms,latencia,acierto,notas,interaccion,audio_path,latencia_ms,t_total_ms_numeric,distancia_verdad_cm,distancia_estimada_cm,diferencia_distancia_pct,clasificacion_distancia,texto_verdad,texto_predicho
4159,00:57.0,LOCAL,SCENE,"2, 4.1, 4.2",,,countdown_green,countdown_green,1,,00:12.6,,Test 46/61 | 112613 bytes | john_IMG_1606.jpg,LOCAL,,12.6,,,,,,,
4160,01:07.0,LOCAL,SCENE,"2, 4.1, 4.2",,,none,none,1,,00:12.7,,Test 47/61 | 114252 bytes | john_IMG_1302.jpg,LOCAL,,12.7,,,,,,,
4161,01:17.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.8,,Test 48/61 | 137130 bytes | IMG_2097.JPG,LOCAL,,12.8,,,,,,,
4162,01:27.0,LOCAL,SCENE,"2, 4.1, 4.2",,,countdown_green,countdown_blank,0.995,,00:13.0,,Test 49/61 | 135779 bytes | sam_IMG_2139.JPG,LOCAL,,13,,,,,,,
4163,01:37.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:13.4,,Test 50/61 | 126207 bytes | john_IMG_1275.jpg,LOCAL,,13.4,,,,,,,
4164,01:47.0,LOCAL,SCENE,"2, 4.1, 4.2",,,none,none,1,,00:12.5,,Test 51/61 | 90349 bytes | heon_IMG_1212.JPG,LOCAL,,12.5,,,,,,,
4165,01:57.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,1,,00:13.2,,Test 52/61 | 107043 bytes | sam_IMG_1126.jpg,LOCAL,,13.2,,,,,,,
4166,02:07.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,green,0.573,,00:12.5,,Test 53/61 | 86424 bytes | heon_IMG_1074.JPG,LOCAL,,12.5,,,,,,,
4167,02:17.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:13.4,,Test 54/61 | 140673 bytes | sam_IMG_1602.jpg,LOCAL,,13.4,,,,,,,
4168,02:27.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.8,,Test 55/61 | 123079 bytes | heon_IMG_0776.JPG,LOCAL,,12.8,,,,,,,
4169,02:37.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,1,,00:12.6,,Test 56/61 | 117199 bytes | heon_IMG_1435.JPG,LOCAL,,12.6,,,,,,,
4170,02:47.0,LOCAL,SCENE,"2, 4.1, 4.2",,,countdown_green,countdown_green,1,,00:13.3,,Test 57/61 | 124449 bytes | john_39541545040071_.pic_hd.jpg,LOCAL,,13.3,,,,,,,
4171,02:57.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:14.0,,Test 59/61 | 138667 bytes | john_IMG_1700.jpg,LOCAL,,14,,,,,,,
4172,03:07.0,LOCAL,SCENE,"2, 4.1, 4.2",,,none,countdown_blank,1,,00:14.1,,Test 60/61 | 100306 bytes | john_IMG_0808.jpg,LOCAL,,14.1,,,,,,,
4173,03:17.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,1,,00:16.4,,Test 1/61 | 149771 bytes | john_IMG_1583.jpg,LOCAL,,16.4,,,,,,,
4174,03:27.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,countdown_blank,0.832,,00:12.6,,Test 2/61 | 106100 bytes | sam_IMG_1490.jpg,LOCAL,,12.6,,,,,,,
4175,03:27.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,1,,00:12.9,,Test 1/61 | 149771 bytes | john_IMG_1583.jpg,LOCAL,,12.9,,,,,,,
4176,03:37.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,countdown_blank,0.832,,00:12.6,,Test 2/61 | 106100 bytes | sam_IMG_1490.jpg,LOCAL,,12.6,,,,,,,
4177,03:47.0,LOCAL,SCENE,"2, 4.1, 4.2",,,none,none,1,,00:12.8,,Test 3/61 | 134814 bytes | john_IMG_1887.jpg,LOCAL,,12.8,,,,,,,
4178,03:57.0,LOCAL,SCENE,"2, 4.1, 4.2",,,countdown_blank,countdown_blank,1,,00:13.0,,Test 4/61 | 135561 bytes | heon_IMG_1327.JPG,LOCAL,,13,,,,,,,
4179,04:07.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.9,,Test 5/61 | 134318 bytes | john_IMG_2502.jpg,LOCAL,,12.9,,,,,,,
4180,04:17.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,1,,00:12.8,,Test 6/61 | 126559 bytes | john_IMG_2295.jpg,LOCAL,,12.8,,,,,,,
4181,04:27.0,LOCAL,SCENE,"2, 4.1, 4.2",,,none,none,1,,00:12.7,,Test 7/61 | 103367 bytes | heon_IMG_1328.JPG,LOCAL,,12.7,,,,,,,
4182,04:37.0,LOCAL,SCENE,"2, 4.1, 4.2",,,none,none,1,,00:12.3,,Test 8/61 | 84529 bytes | heon_IMG_1418.JPG,LOCAL,,12.3,,,,,,,
4183,04:47.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.6,,Test 9/61 | 124175 bytes | john_IMG_2623.jpg,LOCAL,,12.6,,,,,,,
4184,04:57.0,LOCAL,SCENE,"2, 4.1, 4.2",,,countdown_blank,countdown_blank,1,,00:13.0,,Test 10/61 | 134587 bytes | sam_IMG_1803.JPG,LOCAL,,13,,,,,,,
4185,05:07.0,LOCAL,SCENE,"2, 4.1, 4.2",,,countdown_blank,countdown_blank,1,,00:12.5,,Test 11/61 | 98594 bytes | john_IMG_0684.jpg,LOCAL,,12.5,,,,,,,
4186,05:17.0,LOCAL,SCENE,"2, 4.1, 4.2",,,none,none,1,,00:12.9,,Test 12/61 | 123661 bytes | heon_IMG_1393.JPG,LOCAL,,12.9,,,,,,,
4187,05:27.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,countdown_blank,1,,00:13.0,,Test 13/61 | 144128 bytes | john_IMG_1511.jpg,LOCAL,,13,,,,,,,
4188,05:37.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,1,,00:12.8,,Test 14/61 | 133714 bytes | john_IMG_2313.jpg,LOCAL,,12.8,,,,,,,
4189,05:47.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,1,,00:12.8,,Test 15/61 | 134201 bytes | john_IMG_0534.jpg,LOCAL,,12.8,,,,,,,
4190,05:57.0,LOCAL,SCENE,"2, 4.1, 4.2",,,countdown_blank,countdown_blank,1,,00:12.8,,Test 16/61 | 127433 bytes | john_IMG_1229.jpg,LOCAL,,12.8,,,,,,,
4191,06:07.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.7,,Test 17/61 | 134433 bytes | john_IMG_2193.jpg,LOCAL,,12.7,,,,,,,
4192,06:17.0,LOCAL,SCENE,"2, 4.1, 4.2",,,countdown_green,countdown_green,1,,00:12.2,,Test 18/61 | 55949 bytes | heon_IMG_1086.JPG,LOCAL,,12.2,,,,,,,
4193,06:27.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.7,,Test 19/61 | 125830 bytes | john_IMG_1884.jpg,LOCAL,,12.7,,,,,,,
4194,06:37.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,1,,00:12.6,,Test 20/61 | 114374 bytes | heon_IMG_0880.JPG,LOCAL,,12.6,,,,,,,
4195,06:47.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.6,,Test 21/61 | 105916 bytes | heon_IMG_0857.JPG,LOCAL,,12.6,,,,,,,
4196,06:57.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.8,,Test 22/61 | 138311 bytes | sam_IMG_2444.JPG,LOCAL,,12.8,,,,,,,
4197,07:07.0,LOCAL,SCENE,"2, 4.1, 4.2",,,none,none,1,,00:12.7,,Test 23/61 | 116562 bytes | john_IMG_1430.jpg,LOCAL,,12.7,,,,,,,
4198,07:17.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.8,,Test 24/61 | 142456 bytes | john_IMG_1348.jpg,LOCAL,,12.8,,,,,,,
4199,07:27.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.7,,Test 25/61 | 112404 bytes | heon_IMG_1681.JPG,LOCAL,,12.7,,,,,,,
4200,07:37.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,1,,00:12.3,,Test 26/61 | 70445 bytes | heon_IMG_0987.JPG,LOCAL,,12.3,,,,,,,
4201,07:47.0,LOCAL,SCENE,"2, 4.1, 4.2",,,countdown_blank,countdown_blank,1,,00:12.8,,Test 27/61 | 144448 bytes | john_IMG_2657.jpg,LOCAL,,12.8,,,,,,,
4202,07:57.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.7,,Test 28/61 | 124964 bytes | sam_IMG_2085.JPG,LOCAL,,12.7,,,,,,,
4203,08:07.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,1,,00:12.7,,Test 29/61 | 133244 bytes | IMG_2024.JPG,LOCAL,,12.7,,,,,,,
4204,08:17.0,LOCAL,SCENE,"2, 4.1, 4.2",,,countdown_blank,countdown_blank,1,,00:12.7,,Test 30/61 | 117379 bytes | heon_IMG_1697.JPG,LOCAL,,12.7,,,,,,,
4205,08:27.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,1,,00:13.0,,Test 31/61 | 141640 bytes | john_IMG_2789.jpg,LOCAL,,13,,,,,,,
4206,08:37.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,1,,00:12.8,,Test 32/61 | 110239 bytes | john_IMG_0722.jpg,LOCAL,,12.8,,,,,,,
4207,08:47.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.7,,Test 33/61 | 126798 bytes | john_IMG_1778.jpg,LOCAL,,12.7,,,,,,,
4208,08:57.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,0.994,,00:12.9,,Test 34/61 | 106732 bytes | john_IMG_0579.jpg,LOCAL,,12.9,,,,,,,
4209,09:07.0,LOCAL,SCENE,"2, 4.1, 4.2",,,none,none,1,,00:12.6,,Test 35/61 | 95858 bytes | john_IMG_1026.jpg,LOCAL,,12.6,,,,,,,
4210,09:17.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.7,,Test 36/61 | 122858 bytes | heon_IMG_0917.JPG,LOCAL,,12.7,,,,,,,
4211,09:27.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,1,,00:12.5,,Test 37/61 | 108554 bytes | heon_IMG_1424.JPG,LOCAL,,12.5,,,,,,,
4212,09:37.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.8,,Test 38/61 | 142335 bytes | sam_IMG_1608.jpg,LOCAL,,12.8,,,,,,,
4213,09:47.0,LOCAL,SCENE,"2, 4.1, 4.2",,,none,none,1,,00:12.7,,Test 39/61 | 131304 bytes | heon_IMG_1482.JPG,LOCAL,,12.7,,,,,,,
4214,09:57.0,LOCAL,SCENE,"2, 4.1, 4.2",,,none,none,1,,00:12.8,,Test 40/61 | 133724 bytes | john_IMG_1999.jpg,LOCAL,,12.8,,,,,,,
4215,10:07.0,LOCAL,SCENE,"2, 4.1, 4.2",,,countdown_blank,countdown_blank,1,,00:12.6,,Test 41/61 | 102296 bytes | IMG_1911.JPG,LOCAL,,12.6,,,,,,,
4216,10:17.0,LOCAL,SCENE,"2, 4.1, 4.2",,,none,none,1,,00:12.9,,Test 42/61 | 152985 bytes | john_IMG_1678.jpg,LOCAL,,12.9,,,,,,,
4217,10:27.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,1,,00:12.7,,Test 43/61 | 88304 bytes | heon_IMG_1095.JPG,LOCAL,,12.7,,,,,,,
4218,10:37.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.5,,Test 44/61 | 109002 bytes | heon_IMG_1731.JPG,LOCAL,,12.5,,,,,,,
4219,10:47.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.9,,Test 45/61 | 150979 bytes | john_IMG_2595.jpg,LOCAL,,12.9,,,,,,,
4220,10:57.0,LOCAL,SCENE,"2, 4.1, 4.2",,,countdown_green,countdown_green,1,,00:12.6,,Test 46/61 | 112613 bytes | john_IMG_1606.jpg,LOCAL,,12.6,,,,,,,
4221,11:07.0,LOCAL,SCENE,"2, 4.1, 4.2",,,none,none,1,,00:12.7,,Test 47/61 | 114252 bytes | john_IMG_1302.jpg,LOCAL,,12.7,,,,,,,
4222,11:17.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.8,,Test 48/61 | 137130 bytes | IMG_2097.JPG,LOCAL,,12.8,,,,,,,
4223,11:27.0,LOCAL,SCENE,"2, 4.1, 4.2",,,countdown_green,countdown_blank,0.995,,00:13.0,,Test 49/61 | 135779 bytes | sam_IMG_2139.JPG,LOCAL,,13,,,,,,,
4224,11:37.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:13.4,,Test 50/61 | 126207 bytes | john_IMG_1275.jpg,LOCAL,,13.4,,,,,,,
4225,11:47.0,LOCAL,SCENE,"2, 4.1, 4.2",,,none,none,1,,00:12.5,,Test 51/61 | 90349 bytes | heon_IMG_1212.JPG,LOCAL,,12.5,,,,,,,
4226,11:57.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,1,,00:13.2,,Test 52/61 | 107043 bytes | sam_IMG_1126.jpg,LOCAL,,13.2,,,,,,,
4227,12:07.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,green,0.573,,00:12.5,,Test 53/61 | 86424 bytes | heon_IMG_1074.JPG,LOCAL,,12.5,,,,,,,
4228,12:17.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:13.4,,Test 54/61 | 140673 bytes | sam_IMG_1602.jpg,LOCAL,,13.4,,,,,,,
4229,12:27.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.8,,Test 55/61 | 123079 bytes | heon_IMG_0776.JPG,LOCAL,,12.8,,,,,,,
4230,12:37.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,1,,00:12.6,,Test 56/61 | 117199 bytes | heon_IMG_1435.JPG,LOCAL,,12.6,,,,,,,
4231,12:47.0,LOCAL,SCENE,"2, 4.1, 4.2",,,countdown_green,countdown_green,1,,00:13.3,,Test 57/61 | 124449 bytes | john_39541545040071_.pic_hd.jpg,LOCAL,,13.3,,,,,,,
4232,12:57.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:14.0,,Test 59/61 | 138667 bytes | john_IMG_1700.jpg,LOCAL,,14,,,,,,,
4233,13:07.0,LOCAL,SCENE,"2, 4.1, 4.2",,,none,countdown_blank,1,,00:14.1,,Test 60/61 | 100306 bytes | john_IMG_0808.jpg,LOCAL,,14.1,,,,,,,
4234,13:17.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,1,,00:16.4,,Test 1/61 | 149771 bytes | john_IMG_1583.jpg,LOCAL,,16.4,,,,,,,
4235,13:27.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,countdown_blank,0.832,,00:12.6,,Test 2/61 | 106100 bytes | sam_IMG_1490.jpg,LOCAL,,12.6,,,,,,,
4236,13:27.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,1,,00:12.9,,Test 1/61: 149771 bytes | john_IMG_1583.jpg,LOCAL,,12.9,,,,,,,
4237,13:37.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,countdown_blank,0.832,,00:12.6,,Test 2/61: 106100 bytes | sam_IMG_1490.jpg,LOCAL,,12.6,,,,,,,
4238,13:47.0,LOCAL,SCENE,"2, 4.1, 4.2",,,none,none,1,,00:12.8,,Test 3/61: 134814 bytes | john_IMG_1887.jpg,LOCAL,,12.8,,,,,,,
4239,13:57.0,LOCAL,SCENE,"2, 4.1, 4.2",,,countdown_blank,countdown_blank,1,,00:13.0,,Test 4/61: 135561 bytes | heon_IMG_1327.JPG,LOCAL,,13,,,,,,,
4240,14:07.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.9,,Test 5/61: 134318 bytes | john_IMG_2502.jpg,LOCAL,,12.9,,,,,,,
4241,14:17.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,1,,00:12.8,,Test 6/61: 126559 bytes | john_IMG_2295.jpg,LOCAL,,12.8,,,,,,,
4242,14:27.0,LOCAL,SCENE,"2, 4.1, 4.2",,,none,none,1,,00:12.7,,Test 7/61: 103367 bytes | heon_IMG_1328.JPG,LOCAL,,12.7,,,,,,,
4243,14:37.0,LOCAL,SCENE,"2, 4.1, 4.2",,,none,none,1,,00:12.3,,Test 8/61: 84529 bytes | heon_IMG_1418.JPG,LOCAL,,12.3,,,,,,,
4244,14:47.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.6,,Test 9/61: 124175 bytes | john_IMG_2623.jpg,LOCAL,,12.6,,,,,,,
4245,14:57.0,LOCAL,SCENE,"2, 4.1, 4.2",,,countdown_blank,countdown_blank,1,,00:13.0,,Test 10/61: 134587 bytes | sam_IMG_1803.JPG,LOCAL,,13,,,,,,,
4246,15:07.0,LOCAL,SCENE,"2, 4.1, 4.2",,,countdown_blank,countdown_blank,1,,00:12.5,,Test 11/61: 98594 bytes | john_IMG_0684.jpg,LOCAL,,12.5,,,,,,,
4247,15:17.0,LOCAL,SCENE,"2, 4.1, 4.2",,,none,none,1,,00:12.9,,Test 12/61: 123661 bytes | heon_IMG_1393.JPG,LOCAL,,12.9,,,,,,,
4248,15:27.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,countdown_blank,1,,00:13.0,,Test 13/61: 144128 bytes | john_IMG_1511.jpg,LOCAL,,13,,,,,,,
4249,15:37.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,1,,00:12.8,,Test 14/61: 133714 bytes | john_IMG_2313.jpg,LOCAL,,12.8,,,,,,,
4250,15:47.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,1,,00:12.8,,Test 15/61: 134201 bytes | john_IMG_0534.jpg,LOCAL,,12.8,,,,,,,
4251,15:57.0,LOCAL,SCENE,"2, 4.1, 4.2",,,countdown_blank,countdown_blank,1,,00:12.8,,Test 16/61: 127433 bytes | john_IMG_1229.jpg,LOCAL,,12.8,,,,,,,
4252,16:07.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.7,,Test 17/61: 134433 bytes | john_IMG_2193.jpg,LOCAL,,12.7,,,,,,,
4253,16:17.0,LOCAL,SCENE,"2, 4.1, 4.2",,,countdown_green,countdown_green,1,,00:12.2,,Test 18/61: 55949 bytes | heon_IMG_1086.JPG,LOCAL,,12.2,,,,,,,
4254,16:27.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.7,,Test 19/61: 125830 bytes | john_IMG_1884.jpg,LOCAL,,12.7,,,,,,,
4255,16:37.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,1,,00:12.6,,Test 20/61: 114374 bytes | heon_IMG_0880.JPG,LOCAL,,12.6,,,,,,,
4256,16:47.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.6,,Test 21/61: 105916 bytes | heon_IMG_0857.JPG,LOCAL,,12.6,,,,,,,
4257,16:57.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.8,,Test 22/61: 138311 bytes | sam_IMG_2444.JPG,LOCAL,,12.8,,,,,,,
4258,17:07.0,LOCAL,SCENE,"2, 4.1, 4.2",,,none,none,1,,00:12.7,,Test 23/61: 116562 bytes | john_IMG_1430.jpg,LOCAL,,12.7,,,,,,,
4259,17:17.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.8,,Test 24/61: 142456 bytes | john_IMG_1348.jpg,LOCAL,,12.8,,,,,,,
4260,17:27.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.7,,Test 25/61: 112404 bytes | heon_IMG_1681.JPG,LOCAL,,12.7,,,,,,,
4261,17:37.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,1,,00:12.3,,Test 26/61: 70445 bytes | heon_IMG_0987.JPG,LOCAL,,12.3,,,,,,,
4262,17:47.0,LOCAL,SCENE,"2, 4.1, 4.2",,,countdown_blank,countdown_blank,1,,00:12.8,,Test 27/61: 144448 bytes | john_IMG_2657.jpg,LOCAL,,12.8,,,,,,,
4263,17:57.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.7,,Test 28/61: 124964 bytes | sam_IMG_2085.JPG,LOCAL,,12.7,,,,,,,
4264,18:07.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,1,,00:12.7,,Test 29/61: 133244 bytes | IMG_2024.JPG,LOCAL,,12.7,,,,,,,
4265,18:17.0,LOCAL,SCENE,"2, 4.1, 4.2",,,countdown_blank,countdown_blank,1,,00:12.7,,Test 30/61: 117379 bytes | heon_IMG_1697.JPG,LOCAL,,12.7,,,,,,,
4266,18:27.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,1,,00:13.0,,Test 31/61: 141640 bytes | john_IMG_2789.jpg,LOCAL,,13,,,,,,,
4267,18:37.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,1,,00:12.8,,Test 32/61: 110239 bytes | john_IMG_0722.jpg,LOCAL,,12.8,,,,,,,
4268,18:47.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.7,,Test 33/61: 126798 bytes | john_IMG_1778.jpg,LOCAL,,12.7,,,,,,,
4269,18:57.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,0.994,,00:12.9,,Test 34/61: 106732 bytes | john_IMG_0579.jpg,LOCAL,,12.9,,,,,,,
4270,19:07.0,LOCAL,SCENE,"2, 4.1, 4.2",,,none,none,1,,00:12.6,,Test 35/61: 95858 bytes | john_IMG_1026.jpg,LOCAL,,12.6,,,,,,,
4271,19:17.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.7,,Test 36/61: 122858 bytes | heon_IMG_0917.JPG,LOCAL,,12.7,,,,,,,
4272,19:27.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,1,,00:12.5,,Test 37/61: 108554 bytes | heon_IMG_1424.JPG,LOCAL,,12.5,,,,,,,
4273,19:37.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.8,,Test 38/61: 142335 bytes | sam_IMG_1608.jpg,LOCAL,,12.8,,,,,,,
4274,19:47.0,LOCAL,SCENE,"2, 4.1, 4.2",,,none,none,1,,00:12.7,,Test 39/61: 131304 bytes | heon_IMG_1482.JPG,LOCAL,,12.7,,,,,,,
4275,19:57.0,LOCAL,SCENE,"2, 4.1, 4.2",,,none,none,1,,00:12.8,,Test 40/61: 133724 bytes | john_IMG_1999.jpg,LOCAL,,12.8,,,,,,,
4276,20:07.0,LOCAL,SCENE,"2, 4.1, 4.2",,,countdown_blank,countdown_blank,1,,00:12.6,,Test 41/61: 102296 bytes | IMG_1911.JPG,LOCAL,,12.6,,,,,,,
4277,20:17.0,LOCAL,SCENE,"2, 4.1, 4.2",,,none,none,1,,00:12.9,,Test 42/61: 152985 bytes | john_IMG_1678.jpg,LOCAL,,12.9,,,,,,,
4278,20:27.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,1,,00:12.7,,Test 43/61: 88304 bytes | heon_IMG_1095.JPG,LOCAL,,12.7,,,,,,,
4279,20:37.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.5,,Test 44/61: 109002 bytes | heon_IMG_1731.JPG,LOCAL,,12.5,,,,,,,
4280,20:47.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.9,,Test 45/61: 150979 bytes | john_IMG_2595.jpg,LOCAL,,12.9,,,,,,,
4281,20:57.0,LOCAL,SCENE,"2, 4.1, 4.2",,,countdown_green,countdown_green,1,,00:12.6,,Test 46/61: 112613 bytes | john_IMG_1606.jpg,LOCAL,,12.6,,,,,,,
4282,21:07.0,LOCAL,SCENE,"2, 4.1, 4.2",,,none,none,1,,00:12.7,,Test 47/61: 114252 bytes | john_IMG_1302.jpg,LOCAL,,12.7,,,,,,,
4283,21:17.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.8,,Test 48/61: 137130 bytes | IMG_2097.JPG,LOCAL,,12.8,,,,,,,
4284,21:27.0,LOCAL,SCENE,"2, 4.1, 4.2",,,countdown_green,countdown_blank,0.995,,00:13.0,,Test 49/61: 135779 bytes | sam_IMG_2139.JPG,LOCAL,,13,,,,,,,
4285,21:37.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:13.4,,Test 50/61: 126207 bytes | john_IMG_1275.jpg,LOCAL,,13.4,,,,,,,
4286,21:47.0,LOCAL,SCENE,"2, 4.1, 4.2",,,none,none,1,,00:12.5,,Test 51/61: 90349 bytes | heon_IMG_1212.JPG,LOCAL,,12.5,,,,,,,
4287,21:57.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,1,,00:13.2,,Test 52/61: 107043 bytes | sam_IMG_1126.jpg,LOCAL,,13.2,,,,,,,
4288,22:07.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,green,0.573,,00:12.5,,Test 53/61: 86424 bytes | heon_IMG_1074.JPG,LOCAL,,12.5,,,,,,,
4289,22:17.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:13.4,,Test 54/61: 140673 bytes | sam_IMG_1602.jpg,LOCAL,,13.4,,,,,,,
4290,22:27.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.8,,Test 55/61: 123079 bytes | heon_IMG_0776.JPG,LOCAL,,12.8,,,,,,,
4291,22:37.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,1,,00:12.6,,Test 56/61: 117199 bytes | heon_IMG_1435.JPG,LOCAL,,12.6,,,,,,,
4292,22:47.0,LOCAL,SCENE,"2, 4.1, 4.2",,,countdown_green,countdown_green,1,,00:13.3,,Test 57/61: 124449 bytes | john_39541545040071_.pic_hd.jpg,LOCAL,,13.3,,,,,,,
4293,22:57.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:14.0,,Test 59/61: 138667 bytes | john_IMG_1700.jpg,LOCAL,,14,,,,,,,
4294,23:07.0,LOCAL,SCENE,"2, 4.1, 4.2",,,none,countdown_blank,1,,00:14.1,,Test 60/61: 100306 bytes | john_IMG_0808.jpg,LOCAL,,14.1,,,,,,,
4295,23:17.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,1,,00:16.4,,Test 1/61: 149771 bytes | john_IMG_1583.jpg,LOCAL,,16.4,,,,,,,
4296,23:27.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,countdown_blank,0.832,,00:12.6,,Test 2/61: 106100 bytes | sam_IMG_1490.jpg,LOCAL,,12.6,,,,,,,
4297,23:27.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,1,,00:12.9,,Test 1/61: 149771 bytes | john_IMG_1583.jpg,LOCAL,,12.9,,,,,,,
4298,23:37.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,countdown_blank,0.832,,00:12.6,,Test 2/61: 106100 bytes | sam_IMG_1490.jpg,LOCAL,,12.6,,,,,,,
4299,23:47.0,LOCAL,SCENE,"2, 4.1, 4.2",,,none,none,1,,00:12.8,,Test 3/61: 134814 bytes | john_IMG_1887.jpg,LOCAL,,12.8,,,,,,,
